name,eval_every,num_episodes,eval_games,total_games,agent,train_batch_size,execution_time_sec,config_name,hidden_dim,num_simulations,avg_steps,avg_move_time_sec,state_dim,buffer_size,avg_score,train_epochs,env,action_dim,games_per_batch,lr,num_workers
exit_100sims_v2,1000,73000,100,100000,ExIt,256,9293.68,exit_100sims_v2_100000g,256,100,20.42,0.00013658518402429666,69,100000,0.52,10,Quarto,32,500,0.001,6
exit_100sims_v2,1000,74000,100,100000,ExIt,256,9293.68,exit_100sims_v2_100000g,256,100,19.32,0.00013658518402429666,69,100000,0.61,10,Quarto,32,500,0.001,6
exit_100sims_v2,1000,75000,100,100000,ExIt,256,9293.68,exit_100sims_v2_100000g,256,100,19.7,0.00013658518402429666,69,100000,0.71,10,Quarto,32,500,0.001,6
exit_100sims_v2,1000,76000,100,100000,ExIt,256,9293.68,exit_100sims_v2_100000g,256,100,19.62,0.00013658518402429666,69,100000,0.57,10,Quarto,32,500,0.001,6
exit_100sims_v2,1000,77000,100,100000,ExIt,256,9293.68,exit_100sims_v2_100000g,256,100,20.22,0.00013658518402429666,69,100000,0.54,10,Quarto,32,500,0.001,6
exit_100sims_v2,1000,78000,100,100000,ExIt,256,9293.68,exit_100sims_v2_100000g,256,100,19.68,0.00013658518402429666,69,100000,0.48,10,Quarto,32,500,0.001,6
exit_100sims_v2,1000,79000,100,100000,ExIt,256,9293.68,exit_100sims_v2_100000g,256,100,20.12,0.00013658518402429666,69,100000,0.58,10,Quarto,32,500,0.001,6
exit_100sims_v2,1000,80000,100,100000,ExIt,256,9293.68,exit_100sims_v2_100000g,256,100,19.8,0.00013658518402429666,69,100000,0.51,10,Quarto,32,500,0.001,6
exit_100sims_v2,1000,81000,100,100000,ExIt,256,9293.68,exit_100sims_v2_100000g,256,100,19.04,0.00013658518402429666,69,100000,0.7,10,Quarto,32,500,0.001,6
exit_100sims_v2,1000,82000,100,100000,ExIt,256,9293.68,exit_100sims_v2_100000g,256,100,19.38,0.00013658518402429666,69,100000,0.59,10,Quarto,32,500,0.001,6
exit_100sims_v2,1000,83000,100,100000,ExIt,256,9293.68,exit_100sims_v2_100000g,256,100,19.92,0.00013658518402429666,69,100000,0.65,10,Quarto,32,500,0.001,6
exit_100sims_v2,1000,84000,100,100000,ExIt,256,9293.68,exit_100sims_v2_100000g,256,100,19.96,0.00013658518402429666,69,100000,0.67,10,Quarto,32,500,0.001,6
exit_100sims_v2,1000,85000,100,100000,ExIt,256,9293.68,exit_100sims_v2_100000g,256,100,19.56,0.00013658518402429666,69,100000,0.51,10,Quarto,32,500,0.001,6
exit_100sims_v2,1000,86000,100,100000,ExIt,256,9293.68,exit_100sims_v2_100000g,256,100,19.4,0.00013658518402429666,69,100000,0.65,10,Quarto,32,500,0.001,6
exit_100sims_v2,1000,87000,100,100000,ExIt,256,9293.68,exit_100sims_v2_100000g,256,100,20.5,0.00013658518402429666,69,100000,0.46,10,Quarto,32,500,0.001,6
exit_100sims_v2,1000,88000,100,100000,ExIt,256,9293.68,exit_100sims_v2_100000g,256,100,19.58,0.00013658518402429666,69,100000,0.7,10,Quarto,32,500,0.001,6
exit_100sims_v2,1000,89000,100,100000,ExIt,256,9293.68,exit_100sims_v2_100000g,256,100,20.24,0.00013658518402429666,69,100000,0.48,10,Quarto,32,500,0.001,6
exit_100sims_v2,1000,90000,100,100000,ExIt,256,9293.68,exit_100sims_v2_100000g,256,100,20.2,0.00013658518402429666,69,100000,0.61,10,Quarto,32,500,0.001,6
exit_100sims_v2,1000,91000,100,100000,ExIt,256,9293.68,exit_100sims_v2_100000g,256,100,19.6,0.00013658518402429666,69,100000,0.68,10,Quarto,32,500,0.001,6
exit_100sims_v2,1000,92000,100,100000,ExIt,256,9293.68,exit_100sims_v2_100000g,256,100,19.24,0.00013658518402429666,69,100000,0.59,10,Quarto,32,500,0.001,6
exit_100sims_v2,1000,93000,100,100000,ExIt,256,9293.68,exit_100sims_v2_100000g,256,100,20.16,0.00013658518402429666,69,100000,0.55,10,Quarto,32,500,0.001,6
exit_100sims_v2,1000,94000,100,100000,ExIt,256,9293.68,exit_100sims_v2_100000g,256,100,19.4,0.00013658518402429666,69,100000,0.65,10,Quarto,32,500,0.001,6
exit_100sims_v2,1000,95000,100,100000,ExIt,256,9293.68,exit_100sims_v2_100000g,256,100,19.26,0.00013658518402429666,69,100000,0.72,10,Quarto,32,500,0.001,6
exit_100sims_v2,1000,96000,100,100000,ExIt,256,9293.68,exit_100sims_v2_100000g,256,100,18.72,0.00013658518402429666,69,100000,0.64,10,Quarto,32,500,0.001,6
exit_100sims_v2,1000,97000,100,100000,ExIt,256,9293.68,exit_100sims_v2_100000g,256,100,19.46,0.00013658518402429666,69,100000,0.53,10,Quarto,32,500,0.001,6
exit_100sims_v2,1000,98000,100,100000,ExIt,256,9293.68,exit_100sims_v2_100000g,256,100,19.88,0.00013658518402429666,69,100000,0.69,10,Quarto,32,500,0.001,6
exit_100sims_v2,1000,99000,100,100000,ExIt,256,9293.68,exit_100sims_v2_100000g,256,100,19.36,0.00013658518402429666,69,100000,0.56,10,Quarto,32,500,0.001,6
exit_100sims_v2,1000,100000,100,100000,ExIt,256,9293.68,exit_100sims_v2_100000g,256,100,19.9,0.00013658518402429666,69,100000,0.63,10,Quarto,32,500,0.001,6
exit_100sims_v2,1000,100000,100,100000,ExIt,256,9293.68,exit_100sims_v2_100000g,256,100,19.48,0.00013658518402429666,69,100000,0.56,10,Quarto,32,500,0.001,6
